id,Kidney_GSH,Kidney_Unadj_GSSG,Kidney_Unadj_Total_GSH,Kidney_Unadj_GSH_GSSG_Ratio,Kidney_Unadj_2GSH_GSSG,Kidney_Unadj_Redox_Potential_GSSG_2GSH,Liver_GSH,Liver_Unadj_GSSG,Liver_Adj_GSSG,Liver_Unadj_Total_GSH,Liver_Adj_Total_GSH,Liver_Unadj_GSH_GSSG_Ratio,Liver_Adj_GSH_GSSG_Ratio,Liver_Adj_2GSH_GSSG,Liver_Adj_Redox_Potential_GSSG_2GSH,Liver_NADH,Liver_NADP,Liver_NADPH,Liver_NADP_NADPH_Ratio,AST,ALT,AST_ALT_Ratio,BUN,Glucose,Liver_Weight,Initial_Weight,Final_Weight,Liver_Weight_Final_Weight_Ratio,Liver_Steatosis,Liver_Ballooning,Liver_Fibrosis,sex,generation
348,17.655,0.913,19.481,19.336,38.671,-165.862,20.041,0.324,0.286,20.688,20.613,61.944,70.073,140.146,-184.903,2.367,1.076,0.235,4.584,43,22,1.95,20,88,1.804,32,38.6,4.674,0,3,0,F,35
349,18.104,0.522,19.148,34.701,69.403,-174.074,18.252,0.357,0.283,18.965,18.818,51.191,64.511,129.023,-182.531,3.063,1.288,0.012,110.527,44,20,2.2,24,92,1.542,24.2,46.2,3.338,0,4,0,F,35
350,12.515,0.745,14.006,16.790,33.580,-159.329,34.736,0.832,0.715,36.401,36.167,41.738,48.552,97.104,-187.369,4.322,1.215,0.088,13.879,39,20,1.95,22,85,1.44,24.7,44,3.273,0,4,0,F,35
351,9.727,0.129,9.985,75.322,150.644,-176.144,29.084,0.408,0.392,29.899,29.868,71.325,74.137,148.274,-190.676,2.506,1.471,NA,NA,40,22,1.82,18,100,1.351,23.7,33.4,4.045,0,3,1,F,35
352,14.260,0.322,14.905,44.271,88.543,-174.140,31.956,0.505,0.471,32.967,32.898,63.256,67.879,135.758,-190.757,2.123,1.24,0.111,11.175,56,28,2,21,84,1.765,24.6,40.8,4.326,3,4,0,F,35
353,11.316,0.313,11.942,36.174,72.348,-168.307,17.101,0.26,0.185,17.62,17.471,65.875,92.35,184.7,-186.484,3.141,1.441,0.014,106.043,58,29,2,22,79,1.132,20.8,26.2,4.321,0,1,0,F,35
354,14.242,0.382,15.006,37.290,74.580,-171.812,28.043,0.764,0.66,29.571,29.363,36.701,42.476,84.953,-182.687,3.338,1.386,0.094,14.691,28,14,2,22,118,1.455,28,47,3.096,0,4,1,F,35
355,15.718,0.427,16.573,36.782,73.563,-172.955,20.388,0.344,0.333,21.076,21.054,59.255,61.228,122.455,-183.318,2.396,1.314,0.022,58.83,56,25,2.24,21,80,1.572,23,37.1,4.237,0,3,0,F,35
356,9.549,0.314,10.177,30.372,60.743,-163.667,30.39,0.47,0.416,31.331,31.221,64.622,73.139,146.277,-191.085,2.239,1.326,NA,NA,47,21,2.24,21,95,1.35,24.5,30,4.5,0,3,0,F,35
357,8.021,0.211,8.443,38.010,76.020,-164.340,42.018,0.655,0.601,43.328,43.221,64.146,69.882,139.765,-194.834,3.422,1.451,0.023,63.767,43,26,1.65,24,107,1.884,26.9,52.8,3.568,1,4,0,F,35
358,18.921,0.755,20.432,25.046,50.093,-170.278,24.258,0.426,0.323,25.11,24.904,56.964,75.057,150.114,-188.4,1.565,1.526,0.026,58.677,70,42,1.67,19,75,1.147,18.7,24.2,4.74,0,3,0,F,35
359,8.214,0.223,8.659,36.872,73.744,-164.250,30.199,0.244,0.207,30.686,30.612,123.855,146.051,292.101,-200.311,2.298,1.603,0.044,36.595,49,25,1.96,25,101,1.753,22.2,39.1,4.483,0,4,0,F,35
361,9.602,0.232,10.067,41.318,82.635,-167.885,24.94,0.545,0.492,26.03,25.924,45.751,50.694,101.389,-183.489,3.338,1.451,0.029,50.363,70,31,2.26,26,102,1.124,19,27.1,4.148,0,4,0,F,35
362,6.047,0.283,6.613,21.370,42.739,-152.784,29.422,0.583,0.517,30.588,30.456,50.473,56.902,113.803,-187.27,2.94,1.175,0.244,4.824,45,33,1.36,20,117,1.911,25.5,49.5,3.861,1,4,0,F,35
363,13.952,0.469,14.890,29.751,59.501,-168.494,27.407,0.441,0.307,28.29,28.022,62.083,89.159,178.318,-192.361,3.116,1.065,0.023,45.669,57,19,3,18,112,1.343,24.7,34.2,3.927,0,4,0,F,35
364,5.848,0.208,6.264,28.173,56.346,-156.055,18.704,0.387,0.285,19.478,19.273,48.3,65.65,131.299,-183.096,3.157,1.057,0.175,6.03,48,20,2.4,25,92,1.136,20.2,33,3.442,0,4,0,F,35
365,7.547,0.436,8.419,17.316,34.632,-152.935,25.518,0.561,0.484,26.639,26.485,45.505,52.752,105.504,-184.333,1.996,1.06,0.121,8.784,54,23,2.35,19,137,1.646,21.7,41.8,3.938,0,4,0,F,35
